id	mission_time	comms	speaker
28688	299908	Roger. Houston, Eagle. You're gorgeous also. 1, 2, 3, 4, 5; 5, 4, 3, 2, 1. Eagle, over.	LMP
28689	299919	Roger, Eagle. This is better than the downvoice backup. Stand by 1	CC
28690	299935	Eagle, Houston. Everybody's happy as a clam with this mode. We'd like to stay here for a little bit. Telemetry looks great, and the; voice is great. Over.	CC
28691	299949	Roger. Understand. I'm checking out camera number 4 now.	LMP
28692	299966	Eagle, Houston. Say again what you're checking out? 0ver.	CC
28693	299975	Roger, Houston. Eagle has checked out both 70 millimeter cameras and both 16 millimeter cameras, and all work fine. Over.	LMP
28694	299986	Sounds great. Stand by.	CC
28695	299997	Eagle, Houston. We've looked over your systems on the high bit rate. Everything looks super; we're ready to go. Over.	CC
28696	300010	Roger. Stand by. You want to go back to low bit rate now?	LMP
28697	300013	Stand by on that. Over.	CC
28698	300028	Eagle, Houston. We look good through the 210 on this mode. We're going to shift data select to an 85 foot dish to see what we've got, and then we'll be back to you on the 210. If you'll stand by a couple of minutes in this mode, we'll be back with you. Over.	CC
28699	300048	Roger. Eagle standing by.	LMP
28700	300096	Eagle, Houston. How do you read? Over.	CC
28701	300112	Houston, Eagle. Read you loud and clear. Over.	LMP
28702	300115	Roger. We're reading you five by. We've got the voice good through the 85; the telemetry is in and out through the 85. Stand by. We'll be back with you through the 210. Over.	CC
28703	300148	Eagle, Houston. You can go step 5 now. We'd like low bit rate. Over.	CC
28704	300159	Houston, Eagle. You have low bit rate.	LMP
28705	300164	Roger. Copy, Eagle.	CC
28706	300179	Eagle, Houston. Could you give me a short count - this mode? Over.	CC
28707	300187	Houston, this is Eagle with a short count. 1, 2, 3, 4, 5; 5, 4, 3, 2, 1. Eagle. Over.	LMP
28708	300195	Roger, Eagle. You're five by. This S band voice is really beautiful. Over.	CC
28709	300206	And, Eagle, Houston. We'll be standing by in this mode for a minute or so. We'll be back with you if you'll just stand by. Over.	CC
28710	300221	Roger.	LMP
28711	300326	Eagle, this is Houston coming through the 210. How do you read? Over.	CC
28712	300335	Roger. Read you loud and clear.	LMP
28713	300376	Eagle, this is Houston. We're happy with all our data in all modes. You can power down the COMM now. Over.	CC
28714	300386	Roger. I understand. Eagle will power down the COMM, and we are just approaching 27 volts now. It looks like we won't have to bother with the high taps.	LMP
28715	300399	Right.	CC
28716	300400	We're powering down. Out.	LMP
28717	300401	Roger. Copy. Out.	CC
28718	300404	Columbia, this is Houston. We got a TEI 11 PAD for you and an update on the water dump. Over.	CC
28719	300414	Stand by one, Houston. Are you through with the DSKY?	CMP
28720	300416	That's affirmative. Over.	CC
28721	300419	Okay.	CMP
28722	300565	Houston, Columbia. Ready to copy TEI 11. Over.	CMP
28723	300569	Roger, Columbia. Here we come with the TEI 11. SPS G&N: 37200, minus 060, plus 047. NOUN 33, 098 05 2422, plus 41448, plus 03719, minus 02422. Roll is NA, pitch 020, the rest of the PAD is NA. Set stars are NA. The ullage is two quads -	CC
28724	300677	All right. I read back: TEI 11, SPS G&N: 37200, minus 060, plus 047, plus 098, 05 2422, plus 41448, plus 03719, minus 02422; NA, 020; the rest of the PAD NA. Ullage, two jets for 16 seconds, Quads B and D. Undocked present CSM weight is okay in the DAP.	CMP
28725	300710	Roger, 11. And we'd like you to do a waste water dump at 84 hours down to 25 percent. Over.	CC
28726	300726	Roger. I understand. Waste water dump to 25 percent at 84 hours.	CMP
28727	300763	Good idea.	CMP
28728	300771	I'm in REACQ and NARROW now.	CMP
28729	300774	Roger.	CC
28730	300811	Apollo 11, Houston. Also, that water that you got on the aft bulkhead, we - If it's not too much, we just recommend sopping it up and then throwing the sponges away in the waste stowage area. If it's too much, then we recommend using the procedure in the checklist on page F10-14. Over.	CC
28731	300838	All right. Thank you.	CMP
28732	301045	Apollo 11, Houston. Would you have Buzz make sure he gives us the OPS pressure readings before you close up? Over.	CC
28733	301055	Will do.	CMP
28734	301081	Houston, 11. The OPS read 5750, both bottles.	CDR
28735	301085	Roger.	CC
28736	304272	Apollo 11, Houston. Over.	CC
28737	304280	Houston, Apollo 11.	CMP
28738	304281	11, Houston. Roger. Reading you fine, and it looks like the automatic REACQ went very well just as soon as you came around the limb. We have several small items to discuss with you here just before you go to sleep. Over.	CC
28739	304289	Go ahead. Over.	CMP
28740	304300	Okay, 11. First of all, on our LM systems checks, everything went fine. I would like to remind you, though, tomorrow you may see an ascent pressure light when you activate the MC&W. There should be no problem, however. You did note that the APS AUX tank pressure was only reading 111 psi, which is normal at this point, but below the level which will trigger your light due to the helium which has been dissolved into the propellant. Over.	CC
28741	304338	Roger. Understand that. Thank you.	CMP
28742	304340	Roger. And next item, the supercritical helium rise rate is nominal, and you also had that question for us about your thruster activity during the P22 on the last REV. Believe we understand that now, as you reported that your pitch was in ACCEL COMMAND and your yaw and roll were in RATE COMMAND. You were firing your pitch thrusters. This will couple rates into your yaw and roll axes, and the - You were at that time holding only half a degree deadband and coupling rates into yaw and roll produced the extra firings about the yaw and roll axes. Over.	CC
28743	304387	Yes. That may be true. It's very peculiar coupling, in that it waits longer than you would think and its reaction is greater than you would think. We were getting yaw rates of around four tenths of a degree per second, for example.	CMP
28744	304403	Roger, Mike. We did play the data back, and that's the way it looked upon analysis of the chart recordings back here. Over.	CC
28745	304415	Okay. Fine.	CMP
28746	304416	They've also looked at the results of your landmark tracking. The marks all apparently were very good, and we've got a full page of data here relative to the altitudes of the various site locations, which I won't read up to you, but I did want to let you know that the marks apparently went very well. I also have your consumable budgets, particularly your RCS propellant quantities. They're Deltas from nominal if you should want them. Your worst quad is quad Charlie, which is 9 percent low. I'll not read up the others unless you want them. Over.	CC
28747	304457	Okay. How about the O2 fuel cell purge? You want that now?	CMP
28748	304462	I'll have to stand by just a moment.	CC
28749	304466	Okay. And then the other one is, we're still charging battery A.	LMP
28750	304528	11, Houston. We would like to delay the fuel cell purge until the backside of the Moon, and you go ahead and - should terminate your battery charge at this time. Over.	CC
28751	304543	Okay. Understand. I knew we had another O2 and H2 purge coming up in the morning; I wasn't sure whether you wanted to go through with this one or not. I'll wait until the next side and then do it.	LMP
28752	304553	That's fine, Buzz.	CC
28753	304554	Terminate battery charging now.	LMP
28754	304556	That's right, and one other systems item here - in order to balance your CRYO tanks, would you get your O2 tank 1 and your H 2 tank 2 heaters off? Over.	CC
28755	304576	Okay. I have O2 tank heater 1 off, and H2 tank heater 2 off.	CMP
28756	304585	That's right, Mike, and we believe you have your quad Bravo and quad Charlie turned off in your DAP at this time, and a 5 degree deadband. We'd prefer a 10 degree deadband for your sleep period overnight here. Over.	CC
28757	304603	Okay.	CMP
28758	304607	One other item relative to a malfunction procedure. It's unlikely that you'll have to worry about this	CC
28759	304658	Understand, and note has been made in my checklist.	CMP
28760	304665	11, Houston. Roger. That just about takes care of all the items we have here on the ground before time to hit the sack, and I guess you will have a presleep check for us before you go to bed.	CC
28761	304686	Roger. We're in the midst of cycling the O2 and H2 fans now.	LMP
28762	304691	Roger.	CC
28763	304701	And the radiation is as follows: CDR 11012, CMP 100l3, LMP 09015. Negative medication. Over.	LMP
28764	304716	Roger. Copy, 11.	CC
28765	304914	Houston, Apollo 11.	LMP
28766	304916	11, Houston. Go ahead.	CC
28767	304921	Roger. We're thinking about taking the monocular with us on into the LM. We think it might prove to be of some use. Over.	LMP
28768	304930	Roger, Buzz. It sounds like a good idea for some of your surveying work there inside the cockpit. Over.	CC
28769	304941	Okay. You want to run that by with whoever might be concerned?	LMP
28770	304944	I sure will.	CC
28771	305267	Apollo 11, Houston. We have apparently lost the high gain lock. We would appreciate it if you would give us a help manually to try to relock up on the high gain. Over.	CC
28772	305287	Houston, Apollo 11. ..	LMP
28773	305292	11, Houston. Reading you very weak, still too far down in the noise to complete the full transmission. If you'd give us a hand on a manual relock, we'd appreciate it.	CC
28774	305522	Apollo 11, Houston. We're still unable to pick you up on the high gain antenna. Request you go to MANUAL, and wide beamwidth. The pitch and yaw angles in your checklist are good ones. You should be able to find us there. Over.	CC
28775	305588	Houston, Apollo 11. How do you read now?	LMP
28776	305590	11, Houston. Loud and clear this time. How me?	CC
28777	305596	Loud and clear. You faded out on your last transmission. Over.	LMP
28778	305601	Roger. Are you in wide beam now?	CC
28779	305609	Negative. I got you locked back on again REACQ and narrow.	LMP
28780	305613	Roger. That's all we want. We want to stay in narrow, and we're a little puzzled about why we lost you here a few minutes ago. Do you have any ideas?	CC
28781	305628	No, we sure don't (cough) - sure don't. We're showing - we're showing about 15 degrees plus pitch and about 270. That ought to be good and clear.	LMP
28782	305640	We concur there. We still don't have any good ideas on why we were lost then.	CC
28783	305678	11, Houston. Would you confirm that we did acquire automatically when you came around the limb for this passage. Over.	CC
28784	305691	That's confirmed.	LMP
28785	305694	Thank you.	CC
28786	306278	Apollo 11, Houston. Over.	CC
28787	306284	Houston, Apollo 11.	LMP
28788	306286	11, Houston. On your AUTO RCS SELECT switches, we show quad Bravo disabled but quad Charlie only partially disabled. Charlie 3, I believe, is the only one you have selected off. Is that correct?	CC
28789	306305	Yes. Roger. That's correct.	CMP
28790	306306	Roger.	CC
28791	306359	How do they look to you now, Houston?	CMP
28792	306366	11, Houston. We see them all disabled at this time. Thank you.	CC
28793	306375	Thank you.	CMP
28794	306562	Apollo 11, Houston. Over.	CC
28795	306570	Go ahead, Houston.	LMP
28796	306571	11, Houston. We're going to try to check out this ability to automatically reacquire on the S band, and what we want to do is to secure our uplink carrier for about 30 seconds. Then we will turn it back on and see if the spacecraft equipment will automatically reacquire. So if you do not get a call from us within about 3 minutes, that means we have not been able to reacquire and request your assistance on a manual acquisition. Over.	CC
28797	306604	Okay. We understand.	LMP
28798	306611	11, Houston. We also would appreciate - if you will note the angles that the antenna tracks through in its attempt to reacquire. Over.	CC
28799	306626	Roger. We'll do that.	LMP
28800	306808	11, Houston. It looks like we're locked back up again with no delay. How does it look on board? Over.	CC
28801	306817	Roger. The signal strength dropped very rapidly to zero; and the pitch and yaw, in about 3 secconds, moved toward 40 degrees pitch and 240 degrees yaw. Right now, they're sitting on about 15 degrees pitch and about 265 degrees yaw. So they didn't move very far, about 30 degrees apiece; and then they picked right back on up again. Over.	LMP
28802	306859	Roger. Some of "The Luckiest People" in the background there. We copied your pitch and yaw angles.	CC
28803	306927	11, Houston. Could you give us the location of your - pitch and yaw location of your position indicators? Over.	CC
28804	306939	Roger. They're in the same position as the antenna right now; plus 15 degrees pitch and - no, now wait a minute. I got them - got it at about 275 instead of 265.	LMP
28805	306957	Okay. Thank you.	CC
28806	306983	11, Houston. We'd like to try the same procedure once more. We'll leave the carrier a little longer and be back up for a call within 4 minutes. Over.	CC
28807	306995	Okay.	LMP
28808	307207	11, Houston. We're locked back up again. Can you give us a report on how the antenna behaved?	CC
28809	307224	Roger. It was essentially identical as before. The pitch went to 45, 40 to 45 and the yaw went to about - to about 255, 245 to 255; and then it rather quickly locked up at 15 degrees pitch and 270 yaw. Over.	LMP
28810	307249	11, Houston. Roger. Your angles are 45 and 255. Do I understand that as soon as the carrier dropped, it went to these angles; or did it only go to these angles after the uplink carrier was reenabled and the antenna began to reacquire? Over.	CC
28811	307272	No. As soon as the carrier dropped off, why, it drifted over into those angles and stayed there. Then when it came back up again, why, it hunted around for a while, but it didn't get any further off. Gradually brought it on in to the angles where it is right now; and then the signal strength would take several jumps as evidently it goes from wide to medium to narrow. Over.	LMP
28812	307298	11, Houston. Understand. And on another subject, request you zero your optics for the night. Over.	CC
28813	307318	Roger. Zeroed.	LMP
28814	307666	Apollo 11, Houston. Can you confirm that you have changed the CO2 filter as per flight plan in the last hour? Over?	CC
28815	307681	No. We're still eating. We're about to do it. We'll let you know.	CMP
28816	307684	Roger, 11. And we've got about 14 minutes until LOS. A0S is 86 30, an hour away. We're wondering whether or not you plan to have one man up at that time or would you all like to be asleep inside the next hour? Over.	CC
28817	307705	Somebody will be up.	CMP
28818	307707	Roger. The thing that we're still puzzling on is the antenna, and if - as long as there will be somebody up, why, we would like to have somebody check the automatic REACQ on the next AOS.	CC
28819	307722	Okay. We'll do that. We haven't chlorinated the water yet, and we haven't changed the lithium hydroxide. We're just still finishing up dinner.	CMP
28820	307729	Roger, Mike. Thank you.	CC
28821	308407	Apollo 11, Houston. We have LOS coming up in 2 minutes now, and A0S will be at 86 plus 28 plus 15. Over.	CC
28822	308420	We'll see you on the other side, Houston.	CDR
28823	308421	Roger.	CC
28824	311437	Houston, Apollo 11. Over.	CMP
28825	311439	11, Houston. Loud and clear here. Over.	CC
28826	311444	Okay. We just appeared to get a solid lock for the last - oh, about a minute. The ... needle's been wandering up and down, and the pitch and yaw needles have been wandering around, but it appears to have reacquired by itself solidly now. We're just finishing up our fuel cell purge. Hydrogen on number 3 is the last to go off. It'll be coming off in just a second.	CMP
28827	311469	Roger, 11.	CC
28828	311537	Apollo 11, Houston. We believe we've tracked down the reacquisition problem we had on the previous REV. It looks like it was a receiver power supply here on the ground and no problems in the spacecraft at all. Over.	CC
28829	311555	Okay. Glad to hear it.	CMP
28830	311557	11, that really winds things up as far as we're concerned on the ground, for the evening. We're ready to go to bed and get a little sleep. Over.	CC
28831	311569	Yes. We're about to join you.	CMP
28832	311571	Roger.	CC
28833	336759	Apollo 11, Apollo 11. Good morning from the Black Team.	CC
28834	336781	Good morning, Houston.	CMP
28835	336784	Good morning. We got about 2 minutes to LOS here, Mike.	CC
28836	336792	... You guys wake up early.	CMP
28837	336795	(Laughing) Yes, you're about 2 minutes early on the wakeup. Looks like you were really sawing them away.	CC
28838	336803	You're right.	CMP
28839	336824	11, Houston. For planning purposes, you can go ahead and take the monocular into the LM with you.	CC
28840	336836	Okay. I'll tell them. How are all the CSM systems looking?	CMP
28841	336846	11, Houston. Looks like the command module's in good shape. Black Team has been watching it real closely for you.	CC
28842	336857	We sure appreciate that. Because I sure haven't.	CMP
28843	336867	Say again.	CC
28844	336874	I say because I sure have not.	CMP
28845	336877	Roger.	CC
28846	336901	Apollo 11. Thirty seconds. AOS will be 94 plus 21.	CC
28847	336911	94 21.	CMP
28848	339737	Apollo 11, Houston. Standing by.	CC
28849	339784	Houston, Apollo 11.	LMP
28850	339786	Apollo 11, Houston. Go.	CC
28851	339791	Roger. How do you read the BIOMED in the LMP with the LCG on? Over.	LMP
28852	339797	Roger. Stand by, 11.	CC
28853	339827	Apollo 11, Houston. We have good data on all 3 crewmen. No. Belay that. The Commander we do not have yet.	CC
28854	339840	Okay. He's not up yet.	LMP
28855	341400	Houston, Apollo 11. We just had a very good view of the landing site. We can pick out almost all of the features we've identified previously.	LMP
28856	341430	Stand by.	SC
28857	341434	Stand by a little, please.	LMP
28858	341437	Roger. We're standing by. And that's the block data on the maneuver PAD, by the way.	CC
28859	341559	Houston, Apollo 11 is a couple of minutes away from this rolling right 40 degrees to roll 122, pitch 229, yaw 0. Over.	CMP
28860	341568	Apollo 11, Houston. Roger. We're standing by.	CC
28861	341644	Houston, Apollo 11. Ready to copy.	CMP
28862	341648	Roger. Apollo 11, Houston. Here's your block data, TEI 30. Over.	CC
28863	341660	Ready to copy.	CMP
28864	341662	SPS/G&N: 36639; your NOUN 48, minus 072, plus 051; your NOUN 33, 135 24 4000; NOUN 81, plus 32178, plus 06036, minus 01304, your pitch 064. The rest is NA. Ullage: two jet, 16 seconds; and it's based on L0I REFSMMAT. Over.	CC
28865	341749	Roger. TEI 30 SPS/G&N: 36639 minus 072, plus 051, 135 24 4000, plus 32178, plus 06036, minus 01304, pitch 064, two jets 16 second, LOI REFSMMAT. Over.	CMP
28866	341775	Apollo 11, Houston. Readback correct. Your consumables update?	CC
28867	341796	Yes. Go ahead.	CMP
28868	341797	Roger. GET 91 plus 30, minus 7 percent; Alfa minus 8, Bravo minus 2.5, Charlie minus 10, Delta minus 6.5. H2 total, minus 2 pounds; oxygen total, plus 9 pounds. Over.	CC
28869	341838	Okay. Thank you. And on board, we're reading for quad Alfa 75 percent, Bravo 78, Charlie 78, and Delta 77 percent.	CMP
28870	341857	11, Houston. We copy.	CC
28871	341869	Apollo 11, Houston. I have your base line altitude update now, if Buzz is ready to copy.	CC
28872	341880	...	SC
28873	341882	Go ahead.	CMP
28874	341884	Roger. Alfa 1 is 500, that's 500 feet above the landing site. Over.	CC
28875	341903	Okay. Alfa 1 is 500 feet above the landing site. Thank you.	CMP
28876	341931	Houston, Apollo 11. Our crew status report for sleep: CDR 5.5, CMP 6.0, LMP 5.0. Over.	CMP
28877	341942	Apollo 11, Houston. Roger. We have that now.	CC
28878	342969	Apollo 11, Houston. Over.	CC
28879	342976	Houston, Apollo 11. Go ahead.	LMP
28880	342978	Roger. The "Black Bugle" just arrived with some morning news briefs if you're ready.	CC
28881	342988	Go ahead.	CDR
28882	342990	Roger.	CC
28883	342991	...	CMP
28884	342992	Okay. Church services around the world today are mentioning Apollo 11 in their prayers. President Nixon's worship service at the White House is also dedicated to the mission, and our fellow astronaut, Frank Borman, is still in there pitching and will read the passage from Genesis which was read on Apollo 8 last Christmas. The Cabinet and members of Congress, with emphasis on the Senate and House space committees, have been invited, along with a number of other guests. Buzz, your son, Andy, got a tour of MSC yesterday. Your Uncle Bob Moon accompanied him on the visit which included the LRL. Among the - -	CC
28885	343047	- - Thank you.	LMP
28886	343048	Roger. Among the large headlines concerning Apollo this morning, there's one asking that you watch for a lovely girl with a big rabbit. An ancient legend says a beautiful Chinese girl called Chang-o has been living there for 4000 years. It seems she was banished to the Moon because she stole the pill of immortality from her husband. You might also look for her companion, a large Chinese rabbit, who is easy to spot since he is always standing on his hind feet in the shade of a cinnamon tree. The name of the rabbit is not reported.	CC
28887	343095	Okay. We'll keep a close eye out for the bunny girl.	LMP
28888	343099	Roger. You residents of the spacecraft Columbia may be interested in knowing that today is Independence Day in the country of Colombia. Gloria Diaz of the Philippines was crowned Miss Universe last night. She defeated 60 other girls for the global beauty title. Miss Diaz is 18, with black hair and eyes, and measures 34-1/2, 23, 34-1/2. First runner up was Miss Australia, followed by Miss Israel, and Miss Japan. While you're on your way back Tuesday night, the American and	CC
28889	343247	Thank you very much. We appreciate the news.	CDR
28890	343281	Black Team, we'll be looking for an interesting day with you all tomorrow.	LMP
28891	343287	Roger. We'll be going off here shortly, and we'll pick you up in the morning for sure.	CC
28892	343815	Apollo 11, Houston. Three minutes to LOS; AOS at 96 plus 20.	CC
28893	343827	Apollo 11. 96 20. Thank you.	CDR
28894	346884	Hello, Columbia. Houston. Do you read? Over.	CC
28895	346918	Hello, Houston, this is Eagle. How do you read? Over.	LMP
28896	346923	Eagle, this is Houston. Are you calling? Over.	CC
28897	346928	Roger. How do you read? Over.	LMP
28898	346931	Roger. Reading you about three by, Buzz; a lot of noise on the loop. We think it's coming from Columbia, but we can't tell. We're unable to raise voice with him. Would he please go to high gain. Over.	CC
28899	346946	Okay. I'll have him go to high gain. It's probably the glycol pump you hear in the background, and I'm up to the point where I turn on the IMU. Would you recommend I hold off here for a few minutes or go ahead and power up the IMU? Over.	LMP
28900	346961	Roger. Stand by.	CC
28901	346962	Hey, get your high gain to working.	LMP
28902	346966	Houston.	CMP
28903	346986	Eagle, this is Houston. You can turn on the IMU. Over.	CC
28904	346994	...	SC
28905	347001	Houston, this is Columbia.	CMP
28906	347011	Columbia, this is Houston. Do you read? Over.	CC
28907	347017	Houston ...	CMP
28908	347084	Hello, Eagle. This is Houston. We've got a noisy downlink on the downvoice backup. Would you please select S band voice to VOICE? Over.	CC
28909	347150	Columbia, this is Houston. Do you read? Over.	CC
28910	347157	Houston, Columbia. Reading you loud and clear. How me?	CMP
28911	347160	Roger. About three by, Mike. We've got a lot of noise in the background. It's clearing up now. Break. Eagle, Houston. Do you read? Over.	CC
28912	347172	Houston, Eagle. About four by four. Go ahead.	LMP
28913	347175	Roger. Just getting a voice check. Say the page you're on in the activation checklist. Over.	CC
28914	347184	Roger. I'm on page 27. Over.	LMP
28915	347187	Roger. Understand 27. We copy. Out.	CC
28916	347227	Columbia, this is Houston. Would you please give us P00 in ACCEPT. We have a state vector for you. Over.	CC
28917	347235	Stand by one.	CMP
28918	347301	Houston, Columbia. You have P00 in ACCEPT, and how are you reading me now?	CMP
28919	347306	Roger. Understand, we have P00 in ACCEPT. You're about three by in - on the voice, Mike. Over.	CC
28920	347315	Okay. You're coming in loud and clear, and I'm configured for normal voice. If you've got any switch changes, let me know.	CMP
28921	347322	Roger. We've got some noise somewhere in the system down here, I think. We're working on it. And I've got a 130 landmark update for you, and also a DAP load whenever you're ready to copy. Over.	CC
28922	347339	Stand by one.	CMP
28923	347360	Go ahead with the 130 update.	CMP
28924	347362	Roger, Mike. Coming at you with the 130, P1 is 98 37 35, P2 98 42 44, 4 miles north. Over.	CC
28925	347392	Okay. P1 98 37 35, P2 98 42 44, 4 miles north of track; and go ahead with your DAP load.	CMP
28926	347404	Roger. CSM weight 36651, LM weight 33627, pitch trim minus 0.72, yaw trim plus 0.51. Over.	CC
28927	347432	36651, 33627, minus 0.72, plus 0.51. Over.	CMP
28928	347440	Both are good readbacks. Out.	CC
28929	347446	Houston, Eagle. Are you satisfied with the LGC self test? Over.	LMP
28930	347452	Roger. Understand. You passed the LGC self test. Over.	CC
28931	347459	Negative. I was asking you if you were satisfied with it. As far as I can tell, it's satisfactory. And also the primary EVAP flow is actuated to number 1 at 96 05. Over.	LMP
28932	347471	Roger. Copy on the primary EVAP. We've got the low bit rate, Buzz. We couldn't see that LGC self test. Over.	CC
28933	347480	Okay.	LMP
28934	347487	Houston, Columbia. The docking tunnel index angle remains unchanged.	CMP
28935	347492	Roger. Copy. Out.	CC
28936	347527	Houston, Eagle is going to secondary transmitter/receiver and secondary power amplifier, and I'll check with you in 60 seconds. Over.	LMP
28937	347536	Roger. Stand by. We're standing by. Over.	CC
28938	347543	Okay.	LMP
28939	347549	Columbia, Houston. We are through with the computer. You can go back to BLOCK. Over.	CC
28940	347594	Houston, Eagle. On secondary transmitter/receiver and power amplifier, how do you read? Over. 1, 2, 3, 4, 5. Over.	LMP
28941	347601	Roger. Reading you five by, Buzz. How me? 1, 2, 3, 4, 5; 5, 4, 3, 2, 1. Out.	CC
28942	347610	Roger. That's about the same as before. Switching back to PRIMARY.	LMP
28943	347614	Roger.	CC
28944	347667	Houston, Eagle. Back on PRIMARY, and I'm ready to proceed with the steerable antenna activation.	LMP
28945	347674	Roger. We're standing by, Buzz. Go ahead. Over.	CC
28946	347685	And I'll go to BIOMED left - right momentarily.	LMP
28947	347689	Roger.	CC
28948	347800	Houston, Eagle. Got a real nice lock on - lockon on the steerable antenna, and you should be receiving BIOMED right and PCM high. Over.	LMP
28949	347813	Roger, Eagle. We got you five by. It's really beautiful. We've got the high bit rate and the BIOMED. Out.	CC
28950	347827	Eagle, Houston. Do you copy? Over.	CC
28951	347833	Roger. Copy.	LMP
28952	347966	Houston, Eagle. For your information, we're doing the glycol pump check now.	LMP
28953	347970	Roger. Copy.	CC
28954	347984	And there's the secondary glycol pump.	LMP
28955	347987	Roger.	CC
28956	348026	And I'm on secondary, or number 2 pump right now, and I'll hold here for a couple of seconds and then switch back to number 1.	LMP
28957	348035	Roger.	CC
28958	348167	Columbia, Houston. Over.	CC
28959	348171	Houston.	LMP
28960	348174	Go ahead, Houston.	CMP
28961	348176	Roger, Columbia. We noticed your DAP configuration. We'd like you to turn off B3 and C4, Mike, and for register 2 in the DAP, we'd like all ones. Over.	CC
28962	348201	B3 and C4 are both off on panel 8 and I understand you want - Say again what you want on register 2.	CMP
28963	348209	Roger. In the DAP, we'd like you load all ones. Over.	CC
28964	348216	All right.	CMP
28965	348248	Columbia, Houston. Did you hit the COMMAND RESET around - after LOS on the last pass? Over.	CC
28966	348259	That's affirmative. When we were having difficulty getting you, Charlie, I pushed the COMMAND RESET to make sure I had control of high gain.	CMP
28967	348266	Roger. Thank you much. We're in good shape now. Over.	CC
28968	348271	Okay.	CMP
28969	348379	Houston, Eagle. Can you tell me if you're picking up BIOMED on the CDRnow? Over.	LMP
28970	348386	Stand by.	CC
28971	348404	Eagle, Houston. We're not getting any BIOMED from the CDRnow. Over.	CC
28972	348413	Roger. Understand.	LMP
28973	348478	Eagle, Houston. We got the BIOMED on the commander now. Over.	CC
28974	348486	Very good. Thank you.	LMP
28975	348559	Houston, Eagle. We're ready for an E memory dump if you are. Over.	LMP
28976	348563	Roger. We're ready. Go.	CC
28977	348598	Eagle, this is Houston. We see the optics zero switch on. Before you take some marks, don't forget to cycle it back off and on, and then on. Over.	CC
28978	348612	Roger. Houston, Eagle here. I wish we had one of those optics. I'll tell Mike about it.	LMP
28979	348618	Roger, Columbia. Excuse me. Sorry about that.	CC
28980	349024	Eagle, Houston. Could you give us a hack on the time that you switched to LM power and also verify that we're on glycol pump 1. Over.	CC
28981	349040	This is Eagle. We're on pump 1, stand by for the switchover time.	CDR
28982	349046	Roger.	CC
28983	349077	The switch time to LM power is 95 54 00. Over.	CDR
28984	349083	Roger. Copy, Neil. Is Buzz back in the Columbia now? Over.	CC
28985	349090	Yes. He is.	CDR
28986	349092	Roger. Thank you.	CC
28987	349204	Hello, Columbia, this is Eagle on Simplex B. How do you read?	CDR
28988	349210	You are loud and clear in Simplex B, Neil.	CMP
28989	349213	Roger. Read you loud and clear.	CDR
28990	349224	Okay. Would you configure for Simplex A, please?	CDR
28991	349230	Roger. Going to Simplex A.	CMP
28992	349265	Columbia, Eagle. How do you read on VHF A?	CDR
28993	349269	Reading you loud and clear on A.	CMP
28994	349271	Roger. Read you loud and clear.	CDR
28995	349282	And I'm ready to get a time hack from you. Load the CSM time.	CDR
28996	349289	Okay.	CMP
28997	349302	Do you want the T EPHEM first?	CMP
28998	349306	Let's get your clock first and then we'll get T EPHEM.	CDR
28999	349310	Okay.	CMP
29000	349313	Give me a time for load.	CDR
29001	349319	97 01 30. Correction on that, Neil. 97 - make that 97 03 30.	CMP
29002	349343	Okay. I have 97 03 30 set in.	CDR
29003	349347	Okay. And you've got about a minute to go.	CMP
29004	349349	Okay.	CDR
29005	349397	15 seconds to go. 10. 5, 4, 3, 2, 1.	CMP
29006	349412	1.	CMP
29007	349413	MARK it.	CMP
29008	349414	97 03 30.	CMP
29009	349415	Got it.	CDR
29010	349426	Okay. Let's do a 0665 on my Mark.	CDR
29011	349439	Did you get that, Mike?	CDR
29012	349441	Standing by for your Mark.	CMP
29013	349443	Okay, 3, 2, 1.	CDR
29014	349446	MARK.	CDR
29015	349448	Okay. 97 04 03.86.	CMP
29016	349460	Okay. I'm within three hundredths. That's within our ability to keep together, I think.	CDR
29017	349466	Roger.	CMP
29018	349486	Okay. Now you want to give me T EPHEM VERB 05, NOUN 01 ENTER?	CDR
29019	349496	Okay. I've got VERB 05, NOUN 01, ENTER. Going to 17 06 ENTER.	CMP
29020	349500	Roger.	CDR
29021	349504	Are you ready to copy?	CMP
29022	349506	Go ahead.	CDR
29023	349507	Roger. Register 1, 5 balls; register 2, 20017; register 3, 20616. Over.	CMP
29024	349520	Understand R1, 5 zeros; R2, 20017; R3, 20616.	CDR
29025	349528	That's correct.	CMP
29026	349543	And I'm standing by configured to record your PCM data.	CMP
29027	349597	And I'm ready to start on a docked IMU coarse align when you are; and when you're ready, go MIN deadband ATT hold.	CDR
29028	349610	Okay. Stand by.	CMP
29029	349693	We're minimum deadband, attitude hold.	CMP
29030	349701	Okay. Now I need your NOUN 20.	CDR
29031	349711	Okay. I got VERB 06, NOUN 20. Give me a Mark on it.	CMP
29032	349717	Okay.	CDR
29033	349718	MARK.	CDR
29034	349722	Register 1, plus 11202, plus 20741, plus 00211. Over.	CMP
29035	349737	Copy. 11202, 20741, 00211.	CDR
29036	349745	That's correct.	CMP
29037	349894	Eagle, Houston. That coarse align looked good to us. Over.	CC
29038	349900	Roger.	CDR
29039	349912	Okay, Mike. Your attitude hold's no longer required.	CDR
29040	349918	Thank you.	CMP
